"","tree","Vcmax","Jmax","Rd","Jmax_Vcmax_ratio","A_A_410","A_A_400a","A_A_200","A_A_100","A_A_50","A_A_0","A_A_400b","A_A_400c","A_A_600","A_A_800","A_A_1000","A_A_1200","A_A_1500","A_A_2000","A_A_300","gsw_A_410","gsw_A_400a","gsw_A_200","gsw_A_100","gsw_A_50","gsw_A_0","gsw_A_400b","gsw_A_400c","gsw_A_600","gsw_A_800","gsw_A_1000","gsw_A_1200","gsw_A_1500","gsw_A_2000","gsw_A_300","Ci_A_410","Ci_A_400a","Ci_A_200","Ci_A_100","Ci_A_50","Ci_A_0","Ci_A_400b","Ci_A_400c","Ci_A_600","Ci_A_800","Ci_A_1000","Ci_A_1200","Ci_A_1500","Ci_A_2000","Ci_A_300","Air_temp","Air_VPD","spad"
"1","LCOR-578",54.1635326442576,85.4546666442126,0.718685391191427,1.5777158998375,13.42769987,13.53416595,5.921360961,1.769911089,-0.392353182,-2.579392286,12.8104145,12.46628776,16.41432624,16.91256177,17.55993714,17.94858936,17.97733495,18.17114333,NA,0.295270767,0.275009559,0.295161668,0.290586635,0.290304095,0.289717657,0.293786688,0.298375064,0.274724693,0.294786562,0.31048903,0.308579716,0.311047384,0.312089392,NA,309.8017493,293.9522369,155.272166,85.55751148,51.43986664,21.1904084,303.9274932,307.1679627,468.4213746,666.9334675,861.8517147,1054.44697,1347.738471,1834.564913,NA,18.8446428571429,0.620357142857143,25.35
"2","LCOR-269",72.8719007658216,115.037765256343,0.793467594209251,1.57862995266206,17.89655705,18.13235292,8.072864223,2.490170755,-0.463664437,-3.195042943,17.42106992,16.72541226,21.60037998,23.06707583,23.72279007,24.03155104,24.29724089,24.71177222,NA,0.348673909,0.3568664,0.365029401,0.367465968,0.371163554,0.392529995,0.384671441,0.369887777,0.363864891,0.366663954,0.379719466,0.36541099,0.390361239,0.381850914,NA,294.106728,284.9097828,148.923057,83.39964668,51.29780371,20.86143028,294.773558,295.6053496,461.5701932,649.0252105,843.853764,1033.023914,1330.467463,1814.004815,NA,19.8696428571429,0.747321428571429,29.4
"3","LCOR-211",62.7247740361078,82.3186116424252,0.823900059160768,1.31237797038596,14.46233068,14.51448024,6.716723059,2.040215013,-0.543642471,-2.823259526,13.78020678,12.66671629,15.61102678,16.39179634,17.46283018,16.83475814,16.91306535,17.5156711,NA,0.328395029,0.34584687,0.329031558,0.330874507,0.351928509,0.353947099,0.372079867,0.3793748,0.362470614,0.369268418,0.359629685,0.380803107,0.359064277,0.364773232,NA,310.457137,303.7898196,153.5442283,84.92268547,51.93860704,20.13131443,312.8005925,320.1173172,495.428522,687.3865491,874.7493409,1077.098031,1363.901272,1849.874291,NA,20.325,0.8,25.65
"4","LCOR-152",85.8292447857619,106.237291583793,0.846744385051058,1.23777497808552,18.1639207,17.9348442,7.934706764,2.429108201,-0.537209275,-3.300665056,17.12102069,16.36188171,19.97773621,21.42951922,21.91258022,21.57751711,21.51652526,22.61534789,NA,0.331570841,0.326539398,0.339606003,0.356660456,0.362509267,0.356487024,0.338582698,0.350378419,0.364205363,0.355931136,0.362698614,0.382258327,0.361832212,0.341216107,NA,288.5110477,278.489528,147.3280047,83.45166965,51.82325252,22.66707363,286.8115142,294.0002558,470.9312313,655.1682115,849.6868251,1051.901923,1339.293023,1813.739704,NA,21.35,0.98,32.05
"5","LCOR-566",70.4812708135979,85.6804943897829,0.639207014333647,1.2156491135976,14.14165536,13.76673115,6.208362091,1.92727523,-0.396421299,-2.646990044,13.09514423,12.88156218,17.0524032,17.59177921,17.82028278,17.55397823,17.98091642,18.62559074,10.34747292,0.318107847,0.317201318,0.326979392,0.337999599,0.33602879,0.322064763,0.340741801,0.36983608,0.362862074,0.361760371,0.353491905,0.358079811,0.343819515,0.357956964,0.312184356,307.3928278,299.6760189,155.3561045,85.41479448,51.23606416,20.75839733,308.7654256,314.8629204,483.8849037,675.0871203,866.9921435,1064.58302,1350.485091,1837.718555,223.8115555,19.525,0.665,24.6
"6","LCOR-079",120.656037159879,141.721153937921,1.17160017456913,1.17458817042142,20.94780125,21.19020165,9.023108337,2.633040806,-0.605178039,-4.020941247,20.31375812,20.69709293,26.28801524,26.85537093,26.62691079,29.6341309,29.27805593,29.94563336,15.44817194,0.267428359,0.297698445,0.322036982,0.357134304,0.336788097,0.345297898,0.347792829,0.352858606,0.349532881,0.385839669,0.375363197,0.34175093,0.357198018,0.363264734,0.305993094,244.8581862,246.5605161,137.4810228,82.02324442,52.4558014,27.73056326,268.041483,267.1213429,427.756047,631.3092769,823.3650724,989.2159657,1289.582275,1775.232111,190.1298884,21.325,0.8825,32.6
"7","LCOR-318",65.7366415309941,83.6237405289666,0.8190171050305,1.27210241626869,12.5294285,12.14072568,5.270571959,1.448407298,-0.504271076,-2.454305655,11.59020931,11.428173,15.62615897,16.44640694,16.84051084,17.15384154,17.45089434,17.93502648,8.894013182,0.197384334,0.182439978,0.197613125,0.214021249,0.225412961,0.225831767,0.230200941,0.237076901,0.247773909,0.251646247,0.253074184,0.248500473,0.224750381,0.238942555,0.184330346,281.7737085,267.4426245,145.434542,84.77849303,53.09133552,24.14793785,294.1157475,297.6729562,463.5130757,653.1472726,845.9524571,1036.985677,1315.999425,1807.201523,203.5618213,21.5,0.905,25.7
"8","LCOR-160",94.2402233509761,123.348148997173,0.976906090564447,1.30886944673073,19.47884443,18.94701171,8.395319886,2.48588,-0.706714668,-3.71111987,18.19157062,17.5720516,22.70624892,24.3684819,25.14475697,25.13623963,25.1361268,26.12243226,14.04889197,0.363997516,0.389890386,0.385214911,0.39435602,0.38824725,0.398005205,0.373970328,0.399869378,0.408607155,0.410136726,0.423741547,0.418133236,0.425664597,0.395368562,0.389901325,286.3905147,285.3547738,148.2197322,83.88426349,52.59023534,23.29891593,286.4603029,294.7468569,463.8326398,649.7688904,843.7327652,1037.19591,1331.482951,1806.402982,214.9162368,22.8,1.1125,30.7
"9","LCOR-106",92.7190637624926,118.1170227989,1.06055324572331,1.27392380817678,18.29400383,18.1790352,7.841701389,2.342142578,-0.589115768,-3.420339558,17.26022965,16.94844217,21.89633699,23.24275085,23.3937608,23.7515459,24.56473448,24.73352732,13.11915035,0.26891485,0.290974767,0.301921234,0.303031435,0.317865535,0.297281173,0.322118711,0.320772094,0.304580763,0.324348688,0.331193752,0.337683221,0.315408748,0.336649398,0.304141468,265.5023735,264.949266,142.5721319,81.88922693,52.57762173,26.3836147,280.2698647,281.9123451,439.281132,632.8646807,829.3741605,1024.012186,1303.13784,1797.175435,205.2048166,23.25,1.135,26.8
"10","LCOR-509",120.076868415431,132.131274038563,1.04279331796907,1.10038907395076,20.6249547,20.42546902,8.720877641,2.444922919,-0.752378733,-4.045060029,19.53103917,19.45244076,24.69138628,25.14883685,25.62271116,26.88346889,27.42096588,27.20338818,14.83733629,0.275306481,0.308343968,0.327456526,0.326466403,0.337465536,0.330804712,0.343263457,0.346688472,0.347198935,0.357119377,0.343944115,0.336525116,0.325501338,0.343887489,0.314038255,251.3082098,255.5854907,140.1257788,82.0498395,53.42962666,28.56501491,271.5730612,272.9204218,436.552766,631.7472489,819.5636761,1004.720126,1288.825188,1785.616579,196.3331815,24.65,1.369,33.9
"11","LCOR-474",80.9422622081027,108.742481426224,0.952236252280213,1.3434574035829,15.73463336,15.41133011,6.615577961,1.75833272,-0.810114958,-3.393661591,14.67030084,14.53067153,19.17231392,20.99359138,21.72459518,22.3500132,22.94110861,22.42163859,11.30179985,0.292980121,0.336676385,0.336702456,0.342269579,0.364474757,0.331807125,0.355372746,0.358632665,0.362478555,0.369532346,0.370106371,0.362938161,0.352910938,0.380359926,0.328884631,291.7036665,295.2767666,154.2478535,86.77983127,53.43911533,24.26413499,303.3826789,304.6801231,473.2158986,659.7089577,849.9807625,1040.002721,1324.904015,1823.408743,221.7673191,25,1.4275,22.4
"12","LCOR-217",87.5236811334032,115.565428424861,0.686603091557344,1.32039040095579,16.0196163,15.92692316,6.630573607,1.709049423,-0.816208587,-3.353520357,14.9273251,14.90987126,20.17915093,21.90315667,23.05537251,24.33434643,24.31759952,24.38192679,11.45210014,0.300060416,0.331902864,0.353822667,0.355874387,0.337656016,0.368012983,0.364612643,0.377205111,0.372979831,0.385348777,0.388944942,0.356508242,0.384177626,0.381148401,0.333313167,291.1323692,290.2534195,155.2383397,87.16373932,53.63819251,22.51942061,302.9136249,304.9833536,468.6649999,656.2897526,845.23972,1023.420641,1323.311577,1808.357955,221.0076938,28.1483333333333,1.988,26.7
"13","LCOR-231",102.781150439523,113.54577194079,0.94927705256673,1.10473342101382,18.61216128,16.51129067,7.074656273,1.766914244,-0.912157636,-3.594694407,16.4373547,16.95020938,21.27219504,21.92437464,21.88150584,22.87813337,22.78284408,22.75047201,12.17681225,0.261266156,0.215437969,0.264387644,0.270538798,0.297778903,0.292204848,0.2954164,0.282105177,0.30294596,0.311518891,0.322735129,0.330884625,0.33475969,0.311043148,0.260930895,257.6309414,244.5841106,142.3056418,84.54054236,54.86081236,29.45962104,278.2948564,270.3433151,442.7223686,636.7020412,835.9410581,1027.267575,1321.764155,1800.017606,200.9764655,24.5,1.3325,32.3
"14","LCOR-108",106.951504054908,130.658962312937,0.966012068507406,1.22166549659608,19.34464644,19.14684062,8.053406982,2.164930967,-0.805947158,-3.788801906,18.14587006,18.21419139,23.92625605,26.42991701,26.74930447,26.91426757,26.6942235,25.60223583,13.75615784,0.311248992,0.337607163,0.34943904,0.354753844,0.365750787,0.350299997,0.367641971,0.369843796,0.36985675,0.381035853,0.384548762,0.38710334,0.360679786,0.391339718,0.341584598,273.0468625,272.2607561,146.7440061,84.68732547,53.4130548,26.20157136,285.486987,285.4106037,447.4732875,631.4091925,825.279447,1020.495129,1305.029042,1808.001642,208.6917022,26.2116666666667,1.66833333333333,29.9
"15","LCOR-584",119.991106291564,129.476643285985,0.818522822835879,1.07905200049887,20.70351087,20.56791119,8.57155545,2.389594099,-0.89166223,-4.047787841,19.30220816,19.28394011,24.70976421,25.47887506,25.99142766,25.8451449,26.98974924,25.84913156,14.67872778,0.302843949,0.345808384,0.373148879,0.373560361,0.379336174,0.361124715,0.386422112,0.394465166,0.390607792,0.40632638,0.401076403,0.403893853,0.37524539,0.399857209,0.351262357,261.3916178,265.7246309,146.0303826,83.82235084,53.71848184,26.98832134,282.8543178,284.3290463,448.549799,642.7769023,833.9372399,1030.137509,1307.746451,1808.70171,204.8936628,26.475,1.72,30.8
"16","LCOR-225",112.787703157109,122.691984773478,0.630364577986828,1.08781348798789,17.95499991,17.90713172,7.471101426,1.899269279,-0.928632795,-3.682792992,17.01774599,16.97423351,22.83995944,24.4246988,24.44643065,24.64585581,25.16495097,24.92285093,12.80498198,0.282199436,0.326907402,0.344357533,0.357103327,0.360017365,0.336846572,0.359933228,0.362470405,0.368989633,0.371000735,0.374240291,0.370963909,0.344624396,0.375282348,0.327905604,270.8783858,275.2815054,148.7010548,85.70263017,53.84706668,25.97799092,288.4621666,289.0431887,450.4838184,635.6123813,830.1702503,1021.777459,1300.586419,1796.447266,210.3943395,28.35,2.19,30.8
"17","LCOR-472",104.480675004413,113.071052157777,0.713190285616741,1.08221977081409,15.30740722,16.23245461,6.787614021,1.634152576,-0.991321525,-3.649972109,15.53386549,15.43142279,20.93144163,22.58403894,22.72131394,22.96742895,22.69628971,22.64970135,11.71091245,0.206892306,0.299059242,0.328120147,0.333335536,0.340053708,0.347868487,0.341705531,0.336059445,0.367509122,0.363632758,0.360905973,0.354050971,0.347915351,0.316889199,0.317965111,259.2115299,277.1423705,150.6569494,86.39186356,54.26088254,25.26937711,292.2377241,291.2290899,458.8992619,641.3846557,832.6530733,1022.646439,1312.022646,1784.615279,214.6581175,31.065,2.8255,28.5
"18","LCOR-586",112.187937560362,120.786805350422,0.653892450203842,1.07664699055043,17.69254286,17.33815036,7.297026669,1.76048808,-1.081887076,-3.848919212,16.5390467,16.51149066,22.30551319,23.9871963,24.65194145,24.46321576,24.43259764,23.90981161,12.54107051,0.336831567,0.388832999,0.393698072,0.406288971,0.409652805,0.389412252,0.416077257,0.428645748,0.422989025,0.42913582,0.432252765,0.428646439,0.399368524,0.432001353,0.383138449,287.0725064,290.5529488,153.131171,87.02247447,53.94233162,24.83460549,299.3207229,301.1106382,462.9513629,648.2854395,838.348669,1031.342197,1313.184506,1805.935556,219.7145744,31.7166666666667,2.9775,29.06
"19","LCOR-383",78.9226404184535,101.402495477322,0.945846291280569,1.28483404685499,17.9162446,17.61662835,7.675023418,2.368850635,-0.469557501,-3.184920868,16.90821041,16.97284356,20.11397101,20.68775996,20.51728106,20.6389522,21.28253095,19.52273782,12.74007978,0.241105103,0.243408998,0.273875893,0.259897013,0.259117461,0.28246942,0.285668555,0.287021341,0.306294145,0.296700753,0.281161922,0.303024068,0.274655104,0.304556902,0.26480396,259.0184008,252.2052497,140.5950599,79.95614228,52.22105222,26.27656106,274.3172579,274.39901,455.1838704,642.737981,832.7640734,1035.801387,1313.289172,1824.029124,199.7820806,17.4966666666667,0.629166666666667,32.6
"20","LCOR-001",79.3976816559274,101.973667114496,0.942656659831381,1.28434061282045,16.55884067,16.47445915,7.031896597,2.052301684,-0.555216289,-3.034260435,15.6519691,15.69863748,19.63645307,20.34208299,20.48032983,21.04840438,21.00405822,20.6437753,11.79913125,0.25900454,0.256999951,0.262970182,0.28793977,0.285704933,0.279984758,0.279537786,0.300974072,0.295773388,0.302694161,0.303747914,0.303194781,0.308894708,0.310121411,0.265291692,276.997384,266.9803077,143.5866377,83.56667591,52.55307972,24.9211046,281.023767,287.2012887,454.5778374,647.2394732,841.4009812,1033.092253,1327.493179,1818.828237,206.6322611,18.725,0.8125,32.5066666666667
"21","LCOR-546",75.4750601800398,89.5062273783562,0.857632232495774,1.18590468381007,15.69310012,15.50004451,6.737491709,2.07491002,-0.534580853,-2.935813178,14.86740782,14.29668321,17.16131406,17.41843138,17.8714391,18.16582247,18.46650247,18.9915581,11.27297601,0.250268871,0.257159527,0.282482112,0.283076356,0.289659,0.291682985,0.291925443,0.317346118,0.317191899,0.325716859,0.321190777,0.329767925,0.323227461,0.329441233,0.246712247,280.1249011,274.3675157,148.4572027,83.27164207,52.35731465,23.30685926,290.3147109,300.0661764,477.288123,672.7180205,863.4283602,1059.67439,1347.983987,1833.904837,205.5079451,20.175,1.0575,27.8
"22","LCOR-501",75.0911479114957,86.7354276531389,0.801834385799794,1.15506860749242,13.52844287,13.64778952,5.860238631,1.725730374,-0.52547089,-2.719457894,13.52939389,12.96359251,16.33895762,17.05985675,17.50610297,17.46189825,18.05821739,18.26996529,9.824128493,0.129774608,0.176526664,0.182178082,0.193717532,0.210209349,0.212740029,0.221814369,0.242755563,0.23666611,0.262845159,0.260647937,0.261207409,0.257617053,0.248013284,0.18924357,217.7398329,250.4675594,136.6428474,81.33999118,53.45188886,27.23065014,276.4402472,288.6371765,455.0168928,655.9626629,846.0003093,1042.366655,1329.042631,1812.414511,197.7568983,21.255,1.254,26.6
"23","LCOR-219",94.292496139421,107.069334833573,0.779426130455817,1.13550217904148,16.24784672,16.3141016,7.044156581,2.044023727,-0.539245105,-3.20671963,16.16449454,15.8695789,20.09022896,20.56198676,21.29903594,22.01600137,22.22150466,22.76750527,11.79079065,0.193628876,0.214776047,0.241032736,0.252028675,0.263100341,0.269508108,0.284559928,0.30138632,0.300560233,0.318344554,0.315338014,0.301376274,0.306869905,0.306930322,0.241339785,246.2583253,248.5760675,139.4695127,81.94868839,52.66500941,28.23621736,279.1785346,285.8211578,453.2095162,650.6455481,840.466465,1025.642164,1319.262169,1804.136364,199.7083582,23.525,1.655,25.1
"24","LCOR-033",89.8316689394398,108.175475578953,1.02561905249509,1.20420200198974,14.84136344,14.95624999,6.23261294,1.760174107,-0.652606806,-3.1386618,14.9553533,15.03395386,19.10216594,20.9646699,21.74247556,22.72265423,22.6062282,21.60767705,10.71547845,0.167269175,0.192309618,0.237230155,0.251604196,0.250963681,0.244454276,0.259818042,0.272846505,0.277658881,0.276017581,0.291267683,0.289822145,0.294170664,0.294548079,0.210497558,240.1291323,247.7054949,145.4154682,84.27785565,53.798738,27.75722982,279.768927,283.2979726,451.5370175,632.6708792,828.7088144,1016.502423,1312.408414,1805.893244,198.1967752,23.9833333333333,1.7525,32
"25","LCOR-187",82.2682591584684,116.051214268385,1.45694997505793,1.4106438553032,20.58417858,20.27919163,8.634417905,2.541131044,-0.409658721,-3.58887787,16.76432862,18.56695386,21.6186442,23.20306237,24.33918744,23.89594416,22.9264566,23.93646311,14.42557178,0.27822427,0.320989338,0.340336284,0.348155398,0.319310071,0.369692632,0.362796458,0.374867693,0.385387331,0.387200442,0.35042197,0.379343105,0.39820333,0.365413041,0.318077262,279.0048027,286.7154521,153.5490493,86.24243476,51.74998447,23.80942691,313.2355355,308.5015177,494.1234192,682.2839997,861.9136721,1069.741407,1372.178648,1848.511142,218.7310635,18.9666666666667,0.8695,34.2
"26","LCOR-243",78.663870934033,103.964050601035,1.29857003579936,1.32162388357698,18.06601232,18.12565824,7.777134175,2.33239527,-0.45054523,-3.329846954,16.0589075,17.19425423,19.66253877,20.59288844,20.46181356,21.19181965,22.19770642,21.03459128,13.43295507,0.216879279,0.244256951,0.257501276,0.281205673,0.370028372,0.331411735,0.299068601,0.341807319,0.360337976,0.372346541,0.362353123,0.348516376,0.307179235,0.33172567,0.259605784,264.3193397,269.7166279,146.6292438,84.6717611,51.49585867,23.80859703,299.5957864,306.4040627,494.801332,687.649735,881.5236918,1069.673592,1342.41784,1847.664327,209.0075976,20.25,1.0375,33.9
"27","LCOR-389",60.2020839055482,84.7037708188529,0.882033217018167,1.40699067746136,16.350836,16.25000868,7.250310797,2.168510274,-0.313324092,-2.729021986,13.30817264,13.90295459,15.8387887,16.86187052,18.77540164,17.82705697,17.89147041,17.04513674,11.95915626,0.307665501,0.373553389,0.377800366,0.367920706,0.347452691,0.412406467,0.412753545,0.417122473,0.413873302,0.415514731,0.354700997,0.350984884,0.367972078,0.361860102,0.365793176,310.9388199,318.952677,164.2426912,89.23192077,50.93156315,17.84226669,331.110989,330.4716069,515.7461984,703.749612,890.562044,1089.460707,1387.325366,1873.531318,239.5213659,21.5566666666667,1.18683333333333,28.6
"28","LCOR-392",92.3268211606188,111.959658943273,0.86259061615966,1.212645009715,20.19646073,20.31659707,8.756597359,2.586368172,-0.55648154,-3.562704044,17.91945108,18.84496813,22.16563338,22.71511143,22.9588649,23.03309894,22.91303761,21.84338974,14.42817616,0.255085279,0.302538049,0.30826218,0.31707022,0.296649574,0.334907563,0.341976221,0.362161825,0.353618953,0.365903395,0.332535894,0.361015635,0.36518438,0.350993793,0.303756879,267.6054109,279.3113061,148.186009,84.69563151,53.11557317,25.00896118,301.7269502,303.2290761,481.4314925,676.3385299,859.6617011,1064.553358,1358.474073,1848.329184,214.8993956,23.175,1.405,32.5
"29","LCOR-500",108.168203673445,146.099881879739,1.11788997477885,1.35067308985558,20.67961555,20.38509091,8.40551502,2.241917167,-0.910171333,-3.697077362,18.373945,19.53278615,25.39102658,28.30195724,30.40464106,30.9176678,30.54429773,27.94897059,14.07030662,0.279591662,0.341197,0.331804221,0.330010243,0.344843339,0.308700354,0.346176171,0.349557474,0.346250132,0.342395312,0.347238865,0.322356504,0.382203799,0.355142376,0.344572757,278.0698694,291.2703177,153.1620902,87.20961922,54.59830249,30.25517764,300.1009052,297.8139847,464.0867811,643.7424513,829.5564008,1013.351606,1326.880347,1821.222157,225.4748598,20.6016666666667,0.782,30
"30","LCOR-190",108.748561685951,139.02885086165,1.03234470881501,1.27844312335039,20.11867412,20.47333726,8.526276269,2.207567623,-1.065848967,-3.978260189,18.53936412,19.67314119,25.59749632,26.87356116,28.86809441,28.99909003,28.35569239,26.9069111,14.40927332,0.307028598,0.349750647,0.346051046,0.348523147,0.316723792,0.370036367,0.379837133,0.361602234,0.25665839,0.376584446,0.356579449,0.376666023,0.37496647,0.385221546,0.350631375,291.2009503,294.1907866,155.4311212,88.49890718,55.81922316,25.36214193,307.6616016,300.2995426,426.1989036,663.817301,841.4670291,1045.651435,1341.798568,1841.607142,226.0057828,21.775,0.9525,30.6
"31","LCOR-077",187.223225086905,203.453957576223,1.25310526237199,1.08669187533643,29.76767236,30.54486758,13.09229111,3.684550132,-1.16086076,-5.495319431,27.21417984,28.78078286,34.76868642,39.35598377,39.28918163,43.44607056,40.45418057,43.90796252,22.30549638,0.408249408,0.458158403,0.346961824,0.523251871,0.538410389,0.500550551,0.476537481,0.521290664,0.505427477,0.491484515,0.50616129,0.448730881,0.500702581,0.491864155,0.441364273,277.6434947,278.3747347,133.9158084,86.45146371,54.07705295,27.64541691,292.2572269,296.8168683,469.521839,643.9752939,846.5508536,1009.580984,1329.587884,1803.582458,208.9473937,23.55,1.2225,36.5
"32","LCOR-065",96.3474807510631,119.180257112583,0.967417602554828,1.23698363655728,18.72792795,18.59006079,7.504647737,1.923733104,-0.775283835,-3.522519858,16.43003799,17.66726348,22.78710133,22.93962684,24.33524273,24.69757774,24.61655566,25.66015557,13.11772811,0.302355229,0.339449244,0.346874089,0.342554065,0.356506139,0.369938305,0.356804649,0.38439264,-0.156525505,0.430121532,0.390809873,0.382507347,0.366661268,0.368938696,0.332203092,297.4334345,299.3315746,159.80319,89.47617953,53.70373069,23.00281568,311.4600469,313.0615106,814.8571057,694.758976,869.9457314,1062.288228,1350.635939,1834.479257,227.6846121,25.3,1.4925,31.8
"33","LCOR-292",59.931951475187,87.4158230691287,0.645171908586624,1.45858462668816,11.53042774,11.16505662,4.611649004,1.192855236,-0.643275224,-2.394382528,10.12594952,11.12480794,14.21446678,16.06680751,18.20699775,18.20579772,17.95927612,19.7774629,7.672546471,0.251454602,0.244696705,0.285311258,0.29717105,0.30067692,0.301680855,0.301288981,0.31615376,0.312162599,0.30308355,0.304774247,0.301640333,0.265382086,0.297351359,0.280425157,323.820092,313.54845,167.8142884,91.70715571,53.33381401,19.27693327,331.023126,330.0989978,507.7874261,689.171593,870.1537979,1064.954113,1344.259569,1831.039865,247.1446744,27.545,1.914,20.3
"34","LCOR-212",100.767196568339,120.049465593954,0.594608598705888,1.19135462414635,20.59177759,20.76542349,8.595027464,2.419415868,-0.622926578,-3.418081874,18.02567367,19.14509027,22.48206703,22.74770224,24.22160794,25.7415891,25.51583798,24.83122558,14.73528909,0.373300194,0.425995924,0.432827387,0.443617992,0.429404028,0.394336107,0.43208159,0.430295653,0.445819679,0.450964792,0.457378625,0.40217993,0.447940945,0.454451504,0.42861071,308.9934699,309.3311372,163.2692921,90.02605288,52.80107196,23.50703619,319.1310818,316.2274538,502.1659165,697.8888765,888.3930071,1065.794132,1370.981185,1864.894897,236.6888109,20.975,0.67,28.1
