Obs#,Time,Date,configName,configAuthor,ID,,,,Fv/Fm,gsw,gbw,gtw,E_apparent,VPcham,VPref,VPleaf,VPDleaf,H2O_r,H2O_s,H2O_leaf,leaf_area,flashID,Fo,Fm,Fs,Fm',PhiPS2,PS2/1,abs,ETR,rh_s,rh_r,Tref,Tleaf,P_atm,flow,flow_s,leak_pct,Qamb,batt,pitch,roll,heading,angle_inc_leaf,direct_pct,slope_leaf,az_leaf,dec_solar,az_solar,zenith_solar,gps_time,gps_date,latitude,longitude,altitude,gps_sats,gps_HDOP,match_time,match_date,rh_adj,gsw1sec,gsw2sec,gsw4sec,flr1sec,flr2sec,flr4sec,auto,flow_set,gsw_limit,gsw_period,dark,flash_type,flash_intensity,modrate,flr_limit,flr_period,P1_dur,P2_dur,P3_dur,P1_Fmax,P2_ramp,P2_slp,P3_Fmax,P3_Pred,P3_DeltaF,v_humA,v_humB,v_flowIn,v_flowOut,v_temp,v_irt,v_pres,v_par,v_F,i_LED,b_rhr,m_rhr,span_rhr,b_rhs,m_rhs,span_rhs,z_flowIn,z_flowOut,z_quantum,z_flr,flashId,lciSerNum,lcpSerNum,lcfSerNum,lcrhSerNum,version,configUpdatedAt
22,5:31:07,8/19/22,Night sampling,CH,LCOR-549,,,,0.830529,0.056703,2.915963,0.055622,0.317083,1.531997,1.523082,2.096356,0.564358,15.108105,15.196541,20.794653,0.441786,PSF-00336_20220819053107,88.09948,519.849304,0,0,0,0.5,0.8,0.009115,68.67,68.27,19.19,18.19,100.81,156,155.3,0.4,0,4.07,-39,179,115,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,5:21:05,8/19/22,-0.43,0,-0.002,-0.015,-0.271,-0.483,-1.268,1,150,0.005,2,1,rectangular,6000,5,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.491525,2.480748,1.655807,0.927669,0.344269,-0.010921,0.264313,0.106802,88.09948,0.002046,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220819053107,PFA-00364,PSA-00381,PSF-00336,RHS-00170,2.0.0,2022-08-18T22:29:00.659Z
23,5:32:19,8/19/22,Night sampling,CH,LCOR-555,,,,0.80471,0.047409,2.916666,0.046651,0.263607,1.53966,1.532252,2.099105,0.559445,15.197185,15.270659,20.819344,0.441786,PSF-00336_20220819053219,101.285217,518.639832,0,0,0,0.5,0.8,0.047127,69.01,68.68,19.19,18.21,100.82,156.1,152.6,2.2,0,4.069,26,165,83,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,5:31:55,8/19/22,-0.4,-0.001,-0.002,-0.005,-0.637,-0.837,-2.345,1,150,0.005,2,1,rectangular,6000,5,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.492064,2.481175,1.656549,0.920868,0.344264,-0.010693,0.269497,0.10691,101.285217,0.00219,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220819053219,PFA-00364,PSA-00381,PSF-00336,RHS-00170,2.0.0,2022-08-18T22:29:00.659Z
24,5:33:46,8/19/22,Night sampling,CH,LCOR-615,,,,0.81308,0.075019,2.917301,0.073139,0.414671,1.543554,1.531907,2.104836,0.561282,15.194253,15.309772,20.876852,0.441786,PSF-00336_20220819053346,100.082161,535.42688,0,0,0,0.5,0.8,0.009434,69.29,68.77,19.16,18.26,100.82,156.2,155.2,0.6,0,4.066,0,147,99,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,5:31:55,8/19/22,-0.4,-0.001,-0.001,-0.001,-0.553,-0.914,-2.153,1,150,0.005,2,1,rectangular,6000,5,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.492188,2.481557,1.657221,0.927198,0.344602,-0.009935,0.275621,0.106803,100.082161,0.002085,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220819053346,PFA-00364,PSA-00381,PSF-00336,RHS-00170,2.0.0,2022-08-18T22:29:00.659Z
25,5:35:12,8/19/22,Night sampling,CH,LCOR-586,,,,0.808398,0.062579,2.918202,0.061266,0.349666,1.550555,1.540742,2.115514,0.564959,15.282028,15.379362,20.982977,0.441786,PSF-00336_20220819053512,104.965569,547.831543,0,0,0,0.5,0.8,0.008237,69.7,69.26,19.14,18.34,100.82,156.3,153.9,1.5,0,4.065,-26,-167,76,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,5:31:55,8/19/22,-0.4,0.003,0.002,0.002,-0.275,-0.832,-2.115,1,150,0.005,2,1,rectangular,6000,5,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.492841,2.482113,1.658176,0.924078,0.344907,-0.008789,0.281621,0.1068,104.965569,0.00202,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220819053512,PFA-00364,PSA-00381,PSF-00336,RHS-00170,2.0.0,2022-08-18T22:29:00.659Z
26,5:36:35,8/19/22,Night sampling,CH,LCOR-029,,,,0.820587,0.077929,2.915944,0.0759,0.402313,1.554939,1.543629,2.079679,0.52474,15.311581,15.423763,20.628767,0.441786,PSF-00336_20220819053635,97.26226,542.113037,0,0,0,0.5,0.8,0.009006,69.93,69.42,19.13,18.06,100.81,156,155.8,0.1,0,4.063,-42,-152,53,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,5:31:55,8/19/22,-0.4,-0.002,-0.001,-0.006,-0.398,-0.54,-1.885,1,150,0.005,2,1,rectangular,6000,5,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.493056,2.482423,1.655787,0.92872,0.345011,-0.011723,0.287188,0.106802,97.26226,0.002071,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220819053635,PFA-00364,PSA-00381,PSF-00336,RHS-00170,2.0.0,2022-08-18T22:29:00.659Z
27,5:37:58,8/19/22,Night sampling,CH,LCOR-270,sick,,,0.831306,0.046154,2.916639,0.045435,0.249976,1.554067,1.547045,2.098634,0.544566,15.346675,15.416342,20.818436,0.441786,PSF-00336_20220819053758,83.374146,494.232056,0,0,0,0.5,0.8,0.030928,69.94,69.62,19.12,18.21,100.81,156.1,154.9,0.8,0,4.062,-64,168,77,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,5:31:55,8/19/22,-0.4,-0.004,-0.005,-0.019,-0.518,-0.688,-2.01,1,150,0.005,2,1,rectangular,6000,5,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.493318,2.482432,1.65652,0.926509,0.345151,-0.010008,0.292689,0.106862,83.374146,0.002372,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220819053758,PFA-00364,PSA-00381,PSF-00336,RHS-00170,2.0.0,2022-08-18T22:29:00.659Z
28,5:38:38,8/19/22,Night sampling,CH,LCOR-500,,,,0.837154,0.088512,2.917074,0.085905,0.441046,1.560723,1.548337,2.068962,0.508239,15.359303,15.48217,20.523834,0.441786,PSF-00336_20220819053838,90.145828,553.565735,0,0,0,0.5,0.8,0.010765,70.26,69.7,19.12,17.98,100.81,156.1,155.7,0.3,0,4.06,0,171,125,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,5:31:55,8/19/22,-0.4,-0.003,-0.004,-0.015,-0.238,-0.316,-0.882,1,150,0.005,2,1,rectangular,6000,5,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.493423,2.482861,1.656981,0.928504,0.345215,-0.012467,0.295331,0.106806,90.145828,0.002188,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220819053838,PFA-00364,PSA-00381,PSF-00336,RHS-00170,2.0.0,2022-08-18T22:29:00.659Z
29,5:40:07,8/19/22,Night sampling,CH,LCOR-501,,,,0.816674,0.085488,2.916562,0.083054,0.46923,1.566372,1.553189,2.125527,0.559155,15.4061,15.536863,21.083124,0.441786,PSF-00336_20220819054007,100.354317,547.410278,0,0,0,0.5,0.8,0.037438,70.63,70.03,19.09,18.41,100.82,156.1,156.1,0,0,4.058,-45,145,114,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,5:31:55,8/19/22,-0.4,-0.001,-0.001,0,-0.274,-0.793,-2.186,1,150,0.005,2,1,rectangular,6000,5,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.493867,2.483363,1.65644,0.929578,0.345578,-0.007403,0.301092,0.106881,100.354317,0.002244,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220819054007,PFA-00364,PSA-00381,PSF-00336,RHS-00170,2.0.0,2022-08-18T22:29:00.659Z
30,5:41:31,8/19/22,Night sampling,CH,LCOR-081,,,,0.833613,0.026573,2.916528,0.026333,0.138831,1.554483,1.550582,2.07646,0.521977,15.379554,15.418248,20.59551,0.441786,PSF-00336_20220819054131,91.706154,551.160706,0,0,0,0.5,0.8,0.011636,70.16,69.98,19.08,18.04,100.82,156.1,156,0.1,0,4.056,-16,-173,107,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,5:31:55,8/19/22,-0.4,-0.003,-0.001,-0.012,-0.196,-0.183,-0.585,1,150,0.005,2,1,rectangular,6000,5,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.493804,2.482739,1.656404,0.929253,0.345788,-0.011363,0.306458,0.106809,91.706154,0.002192,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220819054131,PFA-00364,PSA-00381,PSF-00336,RHS-00170,2.0.0,2022-08-18T22:29:00.659Z
31,5:43:41,8/19/22,Night sampling,CH,LCOR-567,,,,0.847589,0.070562,2.916103,0.068895,0.34806,1.565848,1.556065,2.066022,0.500175,15.433934,15.530966,20.491982,0.441786,PSF-00336_20220819054341,81.809875,536.772278,0,0,0,0.5,0.8,0.011964,70.62,70.18,19.09,17.96,100.82,156,155,0.7,0,4.053,-52,160,94,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,5:43:09,8/19/22,-0.33,0,0,-0.01,0.054,0.003,0.166,1,150,0.005,2,1,rectangular,6000,5,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.494066,2.483264,1.655955,0.926761,0.345645,-0.012367,0.31442,0.106809,81.809875,0.002624,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220819054341,PFA-00364,PSA-00381,PSF-00336,RHS-00170,2.0.0,2022-08-18T22:29:00.659Z
32,5:45:11,8/19/22,Night sampling,CH,LCOR-225,,,,0.846814,0.076073,2.917089,0.07414,0.367308,1.572528,1.562213,2.063016,0.490488,15.494957,15.597268,20.462217,0.441786,PSF-00336_20220819054511,82.330582,537.455322,0,0,0,0.5,0.8,0.013949,71,70.54,19.07,17.94,100.82,156.1,156,0.1,0,4.052,-25,166,78,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,5:43:09,8/19/22,-0.33,0,-0.002,-0.012,-0.29,-0.149,-0.096,1,150,0.005,2,1,rectangular,6000,5,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.494536,2.483776,1.656996,0.929237,0.345889,-0.012424,0.319797,0.106815,82.330582,0.002265,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220819054511,PFA-00364,PSA-00381,PSF-00336,RHS-00170,2.0.0,2022-08-18T22:29:00.659Z
33,5:46:24,8/19/22,Night sampling,CH,LCOR-108,,,,0.850212,0.040468,2.917378,0.039914,0.210795,1.564677,1.558759,2.087464,0.522786,15.461501,15.520207,20.70578,0.441786,PSF-00336_20220819054624,78.271507,522.54834,0,0,0,0.5,0.8,0.014004,70.72,70.45,19.05,18.12,100.82,156.2,155.8,0.2,0,4.051,-52,158,105,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,5:43:09,8/19/22,-0.33,-0.002,-0.002,-0.012,0.348,-0.058,0.075,1,150,0.005,2,1,rectangular,6000,5,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.494424,2.483397,1.657303,0.928936,0.3461,-0.010177,0.32404,0.106815,78.271507,0.002275,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220819054624,PFA-00364,PSA-00381,PSF-00336,RHS-00170,2.0.0,2022-08-18T22:29:00.659Z
34,5:47:38,8/19/22,Night sampling,CH,LCOR-479,,,,0.847335,0.043342,2.918311,0.042708,0.227214,1.563456,1.557081,2.090107,0.526651,15.44467,15.507904,20.731745,0.441786,PSF-00336_20220819054738,79.810379,522.782593,0,0,0,0.5,0.8,0.010098,70.7,70.41,19.05,18.14,100.82,156.3,155.4,0.5,0,4.048,-23,-90,305,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,5:43:09,8/19/22,-0.33,0,-0.002,-9999,-0.125,-0.198,-9999,1,150,0.005,2,1,rectangular,6000,5,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.494373,2.483373,1.658291,0.927875,0.346212,-0.009862,0.328465,0.106804,79.810379,0.002371,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220819054738,PFA-00364,PSA-00381,PSF-00336,RHS-00170,2.0.0,2022-08-18T22:29:00.659Z
35,5:49:04,8/19/22,Night sampling,CH,LCOR-532,,,,0.848711,0.091758,2.917022,0.08896,0.474438,1.569847,1.556523,2.097742,0.527895,15.439052,15.571214,20.807367,0.441786,PSF-00336_20220819054904,81.719757,540.157227,0,0,0,0.5,0.8,0.01278,71,70.4,19.04,18.2,100.82,156.1,155.5,0.4,0,4.047,-45,-132,36,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,5:43:09,8/19/22,-0.33,0.003,-0.002,-9999,-0.003,-0.565,-9999,1,150,0.005,2,1,rectangular,6000,5,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.494365,2.483785,1.656926,0.928132,0.34627,-0.009171,0.333315,0.106811,81.719757,0.002371,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220819054904,PFA-00364,PSA-00381,PSF-00336,RHS-00170,2.0.0,2022-08-18T22:29:00.659Z
36,5:50:20,8/19/22,Night sampling,CH,LCOR-219,,,,0.839588,0.073207,2.914616,0.071413,0.360117,1.564159,1.554025,2.063436,0.499277,15.41344,15.513952,20.465979,0.441786,PSF-00336_20220819055020,85.073593,530.343872,0,0,0,0.5,0.8,0.017785,70.74,70.29,19.04,17.94,100.82,155.8,156,-0.1,0,4.045,-17,175,80,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,5:43:09,8/19/22,-0.33,-0.001,-0.005,-0.029,0.191,-0.027,-0.455,1,150,0.005,2,1,rectangular,6000,5,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.494215,2.483439,1.654388,0.929228,0.346264,-0.012084,0.33735,0.106825,85.073593,0.002298,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220819055020,PFA-00364,PSA-00381,PSF-00336,RHS-00170,2.0.0,2022-08-18T22:29:00.659Z
37,5:51:52,8/19/22,Night sampling,CH,LCOR-389,,,,0.849341,0.069351,2.916267,0.06774,0.34396,1.567495,1.557829,2.07022,0.502725,15.450625,15.546501,20.532555,0.441786,PSF-00336_20220819055152,79.260704,526.094543,0,0,0,0.5,0.8,0.028264,70.94,70.5,19.03,17.99,100.83,156,152.3,2.4,0,4.044,-12,-176,91,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,5:43:09,8/19/22,-0.33,0.001,-0.002,-0.019,-0.192,0.059,0.29,1,150,0.005,2,1,rectangular,6000,5,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.494496,2.483698,1.656127,0.920093,0.346394,-0.0114,0.342423,0.106853,79.260704,0.002291,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220819055152,PFA-00364,PSA-00381,PSF-00336,RHS-00170,2.0.0,2022-08-18T22:29:00.659Z
38,5:53:05,8/19/22,Night sampling,CH,LCOR-465,,,,0.843808,0.030223,2.913328,0.029913,0.157247,1.560148,1.555718,2.080605,0.520457,15.42958,15.473515,20.635393,0.441786,PSF-00336_20220819055305,83.918091,537.273987,0,0,0,0.5,0.8,0.024899,70.66,70.46,19.02,18.07,100.83,155.7,155.8,-0.1,0,4.041,-45,162,107,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,5:43:09,8/19/22,-0.33,-0.004,0,-9999,0.125,0.078,-9999,1,150,0.005,2,1,rectangular,6000,5,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.494447,2.483331,1.653035,0.928772,0.346566,-0.010378,0.346409,0.106844,83.918091,0.002287,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220819055305,PFA-00364,PSA-00381,PSF-00336,RHS-00170,2.0.0,2022-08-18T22:29:00.659Z
39,5:54:33,8/19/22,Night sampling,CH,LCOR-187,,,,0.841803,0.071238,2.916197,0.069539,0.353618,1.575119,1.565182,2.078519,0.503399,15.524479,15.623043,20.616083,0.441786,PSF-00336_20220819055433,87.575912,553.587219,0,0,0,0.5,0.8,0.038061,71.21,70.76,19.05,18.06,100.82,156,153.5,1.6,0,4.04,-31,-140,46,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,5:54:06,8/19/22,-0.29,-0.002,-0.002,-9999,0.055,-0.028,-9999,1,150,0.005,2,1,rectangular,6000,5,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.494834,2.484003,1.656054,0.923056,0.34617,-0.010878,0.351154,0.10688,87.575912,0.002137,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220819055433,PFA-00364,PSA-00381,PSF-00336,RHS-00170,2.0.0,2022-08-18T22:29:00.659Z
40,5:55:51,8/19/22,Night sampling,CH,LCOR-576,,,,0.839658,0.055243,2.914639,0.054216,0.270798,1.575724,1.568104,2.070214,0.49449,15.553004,15.628576,20.5331,0.441786,PSF-00336_20220819055551,86.616753,540.200134,0,0,0,0.5,0.8,0.062889,71.23,70.88,19.05,17.99,100.82,155.8,155.3,0.3,0,4.037,-27,175,87,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,5:54:06,8/19/22,-0.29,-0.002,-0.004,-0.017,0.105,0.087,0.39,1,150,0.005,2,1,rectangular,6000,5,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.494993,2.484025,1.654412,0.927563,0.346137,-0.01161,0.355064,0.106948,86.616753,0.002222,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220819055551,PFA-00364,PSA-00381,PSF-00336,RHS-00170,2.0.0,2022-08-18T22:29:00.659Z
41,5:57:55,8/19/22,Night sampling,CH,LCOR-050,,,,0.850963,0.029264,2.915039,0.028973,0.144137,1.569503,1.565448,2.062084,0.492581,15.525736,15.56595,20.451254,0.441786,PSF-00336_20220819055755,76.981544,516.52478,0,0,0,0.5,0.8,0.057187,71,70.81,19.04,17.93,100.83,155.9,156.1,-0.1,0,4.035,8,-175,99,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,5:54:06,8/19/22,-0.29,-0.001,-0.002,-9999,-0.136,0.126,-9999,1,150,0.005,2,1,rectangular,6000,5,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.494905,2.48372,1.654832,0.92954,0.346297,-0.012173,0.361353,0.10693,76.981544,0.002334,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220819055755,PFA-00364,PSA-00381,PSF-00336,RHS-00170,2.0.0,2022-08-18T22:29:00.659Z
42,5:59:40,8/19/22,Night sampling,CH,LCOR-097,,,,0.840985,0.06711,2.917315,0.065601,0.316025,1.579144,1.570271,2.056089,0.476945,15.574529,15.662534,20.393053,0.441786,PSF-00336_20220819055940,84.716324,532.757874,0,0,0,0.5,0.8,0.015041,71.5,71.1,19.03,17.88,100.82,156.2,155.3,0.5,0,4.034,-30,173,80,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,5:54:06,8/19/22,-0.29,0,-0.002,-9999,0.101,-0.052,-9999,1,150,0.005,2,1,rectangular,6000,5,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.495281,2.484394,1.657236,0.927612,0.3465,-0.012519,0.366568,0.106818,84.716324,0.002682,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220819055940,PFA-00364,PSA-00381,PSF-00336,RHS-00170,2.0.0,2022-08-18T22:29:00.659Z
43,6:00:46,8/19/22,Night sampling,CH,LCOR-407,,,,0.838371,0.051642,2.915631,0.050744,0.257292,1.570383,1.563148,2.072386,0.502003,15.503235,15.574986,20.553827,0.441786,PSF-00336_20220819060046,85.551025,529.304993,0,0,0,0.5,0.8,0.105851,71.19,70.86,19.01,18.01,100.83,156,155.7,0.1,0,4.031,-17,152,98,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,5:54:06,8/19/22,-0.29,-0.001,-0.001,-9999,0.24,0.173,-9999,1,150,0.005,2,1,rectangular,6000,5,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.49498,2.483989,1.655456,0.928653,0.346779,-0.010904,0.369818,0.107064,85.551025,0.002151,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220819060046,PFA-00364,PSA-00381,PSF-00336,RHS-00170,2.0.0,2022-08-18T22:29:00.659Z