"","Date","max_temp","min_temp","mean_temp","max_VPD","min_VPD","daily_precip"
"1",2022-04-01,13.1,1.1,7.1,0.785,0.001,0
"2",2022-04-02,15.5,1,8.3,0.882,0.004,1.54
"3",2022-04-03,15,3.3,9.2,0.971,0.011,0
"4",2022-04-04,14.2,4,9.1,0.712,0.004,22.8
"5",2022-04-05,12.1,4,8,0.641,0.041,3.24
"6",2022-04-06,13.1,1.7,7.4,0.829,0.026,0
"7",2022-04-07,17.3,1,9.2,1.093,0.039,0
"8",2022-04-08,23.3,3.1,13.2,1.659,0.022,0
"9",2022-04-09,13.9,2.5,8.2,0.835,0.028,0
"10",2022-04-10,12,1.9,6.9,0.781,0.015,5.35
"11",2022-04-11,7.4,2.1,4.7,0.208,0,14.42
"12",2022-04-12,10,1.2,5.6,0.561,0.014,7.7
"13",2022-04-13,8.1,0.7,4.4,0.374,0.001,17.1
"14",2022-04-14,8.3,0.1,4.2,0.276,0.005,4.95
"15",2022-04-15,8.9,-1.1,3.9,0.426,0.005,3.59
"16",2022-04-16,12.3,-1.7,5.3,0.947,0.003,0
"17",2022-04-17,11,-0.5,5.2,0.618,0.003,1.23
"18",2022-04-18,12.6,0,6.3,0.771,0.011,0.52
"19",2022-04-19,11.9,4.3,8.1,0.322,0.016,13.24
"20",2022-04-20,11.6,2.7,7.2,0.424,0.01,8.21
"21",2022-04-21,11.5,2.9,7.2,0.244,0.001,18.41
"22",2022-04-22,13.9,3.6,8.7,0.701,0,1.21
"23",2022-04-23,15.6,1.9,8.8,0.797,0,1.62
"24",2022-04-24,18.1,1.6,9.9,1.293,0,0
"25",2022-04-25,21,2,11.5,1.539,0.002,0
"26",2022-04-26,14.1,6.1,10.1,0.733,0.05,0.6
"27",2022-04-27,14,5.8,9.9,0.793,0.06,1.86
"28",2022-04-28,13.8,5.6,9.7,0.724,0.03,0.83
"29",2022-04-29,13.5,4.8,9.2,0.69,0.017,1.39
"30",2022-04-30,15.7,7,11.3,0.889,0.025,11.29
"31",2022-05-01,13.8,6.7,10.3,0.507,0.019,1.32
"32",2022-05-02,17.5,6.8,12.2,0.874,0.024,6.54
"33",2022-05-03,11.6,6.8,9.2,0.295,0.021,3.68
"34",2022-05-04,16.4,6.1,11.2,0.866,0.038,0
"35",2022-05-05,21.9,5.8,13.9,1.324,0.047,6.92
"36",2022-05-06,15.1,7.1,11.1,0.42,0.013,11.45
"37",2022-05-07,16,8.9,12.4,0.574,0.005,9.04
"38",2022-05-08,12.2,4.8,8.5,0.561,0.038,3.65
"39",2022-05-09,10.1,2.6,6.4,0.358,0.012,6.1
"40",2022-05-10,11.8,3.5,7.6,0.505,0.023,1.28
"41",2022-05-11,15.5,3.4,9.5,0.963,0.017,0.71
"42",2022-05-12,16.4,3,9.7,1.067,0.021,0.97
"43",2022-05-13,10.9,1.9,6.4,0.346,0,9.58
"44",2022-05-14,13.2,2.9,8,0.442,0.009,23.03
"45",2022-05-15,19.7,11.2,15.4,0.769,0.008,1.12
"46",2022-05-16,21,10.6,15.8,1.085,0.014,0.01
"47",2022-05-17,17.4,5.7,11.6,0.973,0.02,0
"48",2022-05-18,18.6,5.6,12.1,1.174,0.029,3.3
"49",2022-05-19,15.7,7.1,11.4,0.718,0.067,1.81
"50",2022-05-20,14.5,3.4,8.9,0.854,0.027,0.29
"51",2022-05-21,15.8,2,8.9,0.903,0.003,0
"52",2022-05-22,21.5,4.1,12.8,1.658,0.019,0
"53",2022-05-23,22.6,6,14.3,1.898,0.021,0.12
"54",2022-05-24,22.7,7.4,15,1.496,0.04,0
"55",2022-05-25,23.2,7.2,15.2,1.741,0.033,0
"56",2022-05-26,24.1,10.7,17.4,1.551,0.078,0
"57",2022-05-27,23.4,11.8,17.6,1.3,0.049,1.67
"58",2022-05-28,17.6,9.2,13.4,0.908,0.054,0
"59",2022-05-29,16.1,9.2,12.6,0.457,0.022,8.53
"60",2022-05-30,14.1,7.9,11,0.653,0.056,0.05
"61",2022-05-31,16.8,6.3,11.5,0.851,0.015,2.03
"62",2022-06-01,23,6.8,14.9,1.524,0.017,0
"63",2022-06-02,24.9,9.4,17.2,1.716,0.013,0
"64",2022-06-03,25.3,9.6,17.5,1.795,0.026,1.17
"65",2022-06-04,18.5,11.5,15,0.801,0.011,5.41
"66",2022-06-05,17,11.7,14.4,0.242,0.012,17.38
"67",2022-06-06,20.2,11.7,15.9,0.85,0.016,6.53
"68",2022-06-07,18.1,8.3,13.2,0.806,0.021,0.66
"69",2022-06-08,20.6,7.7,14.1,1.07,0.03,0
"70",2022-06-09,23.9,16.4,19.6837837837838,1.47768584667919,0.182788989261625,1.718
"71",2022-06-10,20.3,14.3,17.0333333333333,0.466495070234256,0.0093259688398788,3.861
"72",2022-06-11,18.5,12,15.6958333333333,0.470660360087324,-0.00176095811484567,1.684
"73",2022-06-12,14.3,9.8,11.903125,0.557438917804708,0.0176403259168867,4.986
"74",2022-06-13,15.5,8.3,11.553125,0.61494246364592,0.0661394699983366,0.017
"75",2022-06-14,19.3,9.3,13.15625,1.23579391390718,0.0227022447578147,0.391
"76",2022-06-15,19.4,8.6,13.6104166666667,0.991200694146672,0.10402323686741,0.68
"77",2022-06-16,20.3,11.8,15.0791666666667,1.3280419885995,0.076317140373243,0.017
"78",2022-06-17,15.7,10,12.39375,0.633943494825991,0.0292651065220737,9.257
"79",2022-06-18,18.4,8.2,12.93125,0.916394024444769,0.00130397939264904,0
"80",2022-06-19,17.1,10.3,13.6322916666667,0.643300341458506,0.10578776543237,0
"81",2022-06-20,21.8,9.5,15.5958333333333,1.39989266993401,0.00532092845855892,0
"82",2022-06-21,27.7,9.9,19.046875,2.12079131671459,0.00255636622742794,0.119
"83",2022-06-22,27.7,13.2,20.8114583333333,1.80565749589969,0.161453693930901,0
"84",2022-06-23,24.2,9.4,16.5552083333333,1.89223869316241,0.181631904799805,0
"85",2022-06-24,27.9,9.9,19.2947916666667,2.63417567458489,0.21856931244508,0
"86",2022-06-25,33.4,17.3,25.346875,3.81664893295775,1.02294450641771,0
"87",2022-06-26,35.4,16.7,25.9927083333333,4.1038857834988,0.54339205439107,0
"88",2022-06-27,31.3,11.8,21.35625,3.50029435880175,0.0526121870296341,0
"89",2022-06-28,22.2,10.4,16.2270833333333,1.24443127397932,0.0933314506710159,0.017
"90",2022-06-29,24.6,10.5,16.5145833333333,1.58356839242185,0.0496054580694081,0.017
"91",2022-06-30,26.2,8.4,17.078125,1.89124537452157,0,0.085
"92",2022-07-01,25.7,9.9,17.1395833333333,1.64114007951723,0.00311505536978629,0.017
"93",2022-07-02,22.3,9.7,15.6645833333333,1.06354768090442,0.0106220152191561,0.068
"94",2022-07-03,22.1,12.8,16.1979166666667,1.21663696659994,0.0708548134521629,0.323
"95",2022-07-04,24.9,8.8,16.8697916666667,1.7579601581532,-0.00139330225683487,0.017
"96",2022-07-05,21.5,14.5,17.6208333333333,0.85889306137742,0.0526490447138488,2.363
"97",2022-07-06,23.4,14.1,18.478125,1.14831213959641,0.00368314903442535,1.055
"98",2022-07-07,24.1,12.6,17.871875,1.3747824896464,0.0505904866625309,0
"99",2022-07-08,26.7,10.2,18.2270833333333,1.97911359407623,-0.00501788359254607,0
"100",2022-07-09,26.7,11.1,18.6427083333333,1.82473163666303,0.00154741726557739,0
"101",2022-07-10,26.7,8.8,18.8458333333333,2.03165643285701,-0.00147824273108688,0
"102",2022-07-11,34.9,17,25.2739583333333,3.80764024482505,0.453410481630393,0
"103",2022-07-12,33.5,14.7,24.7645833333333,3.40354937576902,0.324489805651322,0
"104",2022-07-13,26.9,10.3,18.4666666666667,2.23642815152524,0.00417990677050506,0
"105",2022-07-14,28.5,9.9,18.6104166666667,2.24907267233642,-0.00150754922238638,0
"106",2022-07-15,27.6,8.9,18.4072916666667,2.06044352292849,0.00651989696324518,0
"107",2022-07-16,24.1,12,17.5135416666667,1.3477671132123,0.00179512104317947,0
"108",2022-07-17,24.3,13.7,18.471875,1.77413499939146,0.134278319704908,0
"109",2022-07-18,26.6,9.9,18.6947916666667,2.01625881226697,0.109775600320848,0
"110",2022-07-19,31.8,11.7,21.384375,3.02272217772409,0,0
"111",2022-07-20,33.1,12,22.0520833333333,3.40111252301917,-0.00156769602788254,0.051
"112",2022-07-21,26.8,12.7,18.76875,1.76879953713377,0.0654161627655132,0
"113",2022-07-22,25.3,13.6,18.3083333333333,1.71816279317564,0.152637713119531,0
"114",2022-07-23,25.8,10.9,17.6625,1.95316376510072,0.0286101821496794,0
"115",2022-07-24,32.5,9.9,21.2541666666667,3.11031059145507,0.00135694814745291,0.017
"116",2022-07-25,35.9,15.3,25.7489583333333,4.35420545416486,0.255208590303806,0
"117",2022-07-26,36.7,14.6,24.55,4.32692907696335,0,0
"118",2022-07-27,34.9,13.7,23.15,3.52807781862645,0.0606992446189991,0
"119",2022-07-28,35.3,14.2,23.9885416666667,3.62974942906341,0.00336690445773957,0
"120",2022-07-29,37,16.1,25.9520833333333,4.05320245332254,0,0
"121",2022-07-30,36.1,16.5,25.665625,3.87916490101748,0.023280217711068,0
"122",2022-07-31,35.1,16.2,23.7916666666667,4.02521770367244,0.0453378725125211,0
"123",2022-08-01,27.1,15.7,20.4635416666667,1.63639083670925,0.217607669030684,0
"124",2022-08-02,31.5,13,21.4520833333333,2.662124500933,0.00341057080079632,0
"125",2022-08-03,28.1,12.8,19.653125,2.31146622144308,0.0016194165089447,0
"126",2022-08-04,26,8.6,17.7125,1.93607462931548,-0.00165116210487537,0
"127",2022-08-05,28.4,13.6,20.278125,2.65004246102982,0.322408230772886,0
"128",2022-08-06,32.1,10.6,21.04375,3.40862581237809,0.00271389629490559,0
"129",2022-08-07,35.7,11.4,22.6947916666667,4.49801621639244,-0.00177228187710954,0.034
"130",2022-08-08,26.1,12.4,17.915625,1.61619485508364,0.0719973022389087,0
"131",2022-08-09,28.5,13,18.5760416666667,1.89108878677422,0.0819412602620615,0
"132",2022-08-10,24.5,14.8,18.85,1.50341896693806,0.211376535759783,0
"133",2022-08-11,29.5,9.6,18.709375,2.39064562626585,0.00319710285011676,0
"134",2022-08-12,23.9,10.7,17.4375,1.44752842382651,0,0
"135",2022-08-13,26.6,10.5,18.0802083333333,2.05108193510405,0.0426337957919793,0
"136",2022-08-14,29.5,10.9,19.7614583333333,2.82811180366184,0,0.017
"137",2022-08-15,30.7,10.9,20.1729166666667,2.76193334432486,-0.00148795549007419,0.136
"138",2022-08-16,32.6,11.2,21.74375,3.54097788744792,0,0.034
"139",2022-08-17,33.2,14.7,23.9447916666667,3.06206008839668,0.115198322012134,0
"140",2022-08-18,31.4,17.7,24.3854166666667,2.23909169166169,0.0877799358751106,0
"141",2022-08-19,25.9,16.3,20.4239583333333,1.54039596758736,0.255762462005569,0
"142",2022-08-20,27.5,14.2,19.74375,1.86861618220593,0.0948829266423188,0
"143",2022-08-21,31.3,11.4,20.65625,2.87357606008037,-0.00168345222886956,0.102
"144",2022-08-22,29.8,12.8,21.3927083333333,2.49385067452506,0.113764972184331,0
"145",2022-08-23,30.7,12.5,21.2010416666667,2.67175592547783,-0.00186519376797545,0
"146",2022-08-24,30.5,12.2,21.1104166666667,2.41875345341373,0,0
"147",2022-08-25,31.3,13.5,21.428125,2.33545295251381,0.00181821776922875,0
"148",2022-08-26,28.1,12.1,19.4729166666667,1.99870643143366,0.00741340469581364,0
"149",2022-08-27,22,13.5,18.15,1.32437371742196,0.233660007102199,0
"150",2022-08-28,26.8,10.6,18.234375,2.20923766889019,0.164506942241224,0
"151",2022-08-29,31.2,11.1,20.3302083333333,2.93521908039673,0,0
"152",2022-08-30,35.2,12.6,22.1479166666667,3.77463627566586,-0.00182986348586978,0.017
"153",2022-08-31,31.3,12.8,20.7447916666667,2.73529703776909,0.00154741726557739,0
"154",2022-09-01,31.9,9.1,19.5552083333333,3.26247152619054,-0.00155752768489292,0
"155",2022-09-02,28.4,11,18.1520833333333,2.07256914720371,-0.00521550214093769,0.051
"156",2022-09-03,25.4,14.8,18.7270833333333,1.57002535883589,0.107740942647664,0
"157",2022-09-04,29.2,9.8,18.7416666666667,2.34607426713208,-0.00155752768489292,0.085
"158",2022-09-05,27.1,14,20.2375,2.55486278707577,0.0291494971610065,0
"159",2022-09-06,30.9,9.5,19.8416666666667,3.15800630295864,0.00696651128417503,0
"160",2022-09-07,30.4,11.1,20.3583333333333,3.02832201872497,0.00301509844477299,0
"161",2022-09-08,27.4,4.7,17.58125,2.75391706325235,0.0760239256639208,0
"162",2022-09-09,32.7,14.9,23.3760416666667,4.09014299941685,0.728565329574947,0
"163",2022-09-10,31.2,17.5,24.13125,3.52589784270567,0.583972131389304,0
"164",2022-09-11,26.5,14.5,19.7302083333333,1.77940307934545,0.136272896156669,0.238
"165",2022-09-12,24,13.9,18.0135416666667,1.3576076335546,0.0422629947563025,0.221
"166",2022-09-13,21.6,13.8,17.4177083333333,1.30235713461087,0.114095684930788,0
"167",2022-09-14,22.6,13.2,17.1239583333333,1.47247412820674,0.0748410846865608,0
"168",2022-09-15,22.1,11.6,16.8010416666667,1.38006182672345,0.00151743074559363,0
"169",2022-09-16,22.4,10,16.0322916666667,1.56847753863629,0.0811685059490264,0
"170",2022-09-17,20.2,8.6,14.4458333333333,1.20257634618279,0.00121972889245381,0
"171",2022-09-18,25.5,11.1,17.3489583333333,2.0362159801868,0.187736826848048,0
"172",2022-09-19,24.6,8.3,16.08125,1.7196563011456,-0.00134799089683879,0.034
"173",2022-09-20,25.1,9.4,16.859375,1.6665462323127,0.0190916138239166,0
"174",2022-09-21,22.5,12.3,16.4177083333333,1.03021858060789,0.0501662728922478,0.017
"175",2022-09-22,22.7,9.1,16.4145833333333,1.27728602122649,0.0115581374297122,0
"176",2022-09-23,24,5.9,14.4395833333333,1.71565799844812,-0.00234301965977934,0.17
"177",2022-09-24,26.5,10.5,17.2989583333333,2.14982356473449,0.0185966183972917,0
"178",2022-09-25,29.5,7.6,16.9375,2.68794299706636,-0.00461209346693225,0.034
"179",2022-09-26,30.4,8.7,18.03125,2.58295143150394,0,0.051
"180",2022-09-27,23,8.6,15.2979166666667,1.21080342189873,-0.00476462284272117,0.085
"181",2022-09-28,20,9.8,14.7739583333333,0.827712965993766,-0.00169433797575547,4.405
"182",2022-09-29,21.9,12.7,17.0333333333333,0.859262478373672,0.0539180722454897,1.122
"183",2022-09-30,19.6,9.1,14.2375,0.702700815000087,-0.0028798920895563,0.136
"184",2022-10-01,29.2,10.8,20.6739583333333,2.65888944858851,0.00429152732245197,0
"185",2022-10-02,29.7,9.1,17.9333333333333,2.715895754289,-0.00147824273108688,0
"186",2022-10-03,25.5,7.8,14.4645833333333,1.47168815234655,-0.00532092845855892,0.068
"187",2022-10-04,20.4,8,12.9979166666667,0.740579240633668,-0.00273191529742456,0.085
"188",2022-10-05,20.4,9.6,13.7729166666667,0.685455219486178,-0.00595182196029787,0.102
"189",2022-10-06,20.9,9.1,13.2322916666667,0.721721800314263,-0.0104156884305209,0.238
"190",2022-10-07,24.7,8.5,14.6510416666667,1.29435650582608,-0.00148795549007419,0.204
"191",2022-10-08,28.1,9.4,15.3166666666667,2.27344868490619,-0.0084151401982322,0.289
"192",2022-10-09,28.1,7.8,15.296875,2.26204342394512,-0.00429152732245175,0.17
"193",2022-10-10,26.6,7,15.4010416666667,1.89683120021322,-0.00971649905366889,0.119
"194",2022-10-11,21.8,9.8,14.6791666666667,1.41295137021324,0.0184189924025246,0.034
"195",2022-10-12,25.5,5.2,13.85625,2.04687190377158,0,0.034
"196",2022-10-13,26.6,5.2,13.8104166666667,2.17644517731754,0,0.102
"197",2022-10-14,27.5,4.6,14.2072916666667,2.37149278008913,-0.00113261648094309,0.085
"198",2022-10-15,31.2,4.2,17.6135416666667,3.43048050417884,-0.00434831281869763,0.102
"199",2022-10-16,20.3,5,13.5645833333333,1.24586659835323,0.00119540554651398,0
"200",2022-10-17,21.4,7.5,13.3125,1.13924391227213,0.0188708472519277,0
"201",2022-10-18,22.7,5,11.7354166666667,1.28601557938354,-0.0026959817936778,0.119
"202",2022-10-19,23.6,5.6,12.2177083333333,1.56712131845254,-0.0102938526239025,0.119
"203",2022-10-20,21.1,4.1,11.6395833333333,1.04091526663134,-0.00581819252628879,0.119
"204",2022-10-21,14,5.9,11.3677083333333,0.282448141212938,0,2.365
"205",2022-10-22,15.2,7.7,10.6302083333333,0.751404414848246,0.0167607024189558,0.697
"206",2022-10-23,15.8,2.6,9.409375,0.957830477618665,-0.00196278073991063,0.374
"207",2022-10-24,15,8,10.1958333333333,0.322401729931632,0.00280504673274407,6.532
"208",2022-10-25,13.2,6.3,9.00833333333333,0.37595793376328,-0.00134799089683879,5.935
"209",2022-10-26,13.4,5.3,8.95,0.479593889624083,-0.00208774399671752,0.561
"210",2022-10-27,15.7,2.4,7.92604166666667,0.878718099308119,-0.0046432083336192,0.034
"211",2022-10-28,13.3,5.4,10.0166666666667,0.234603493627371,0.00351452948966902,2.875
"212",2022-10-29,18.9,10.7,13.38125,0.677239794152801,-0.00267817127676895,0.17
"213",2022-10-30,15.9,9.6,12.7583333333333,0.585350406719399,0.0326859101071841,0
"214",2022-10-31,12.9,9.6,11.8947916666667,0.252596736747204,0.025103516476795,10.293
"215",2022-11-01,11.3,3.9,7.62604166666667,0.377622150024408,0.00317466962564161,8.351
"216",2022-11-02,7.8,2.3,4.69375,0.134246721094413,-0.000830585258709715,11.027
"217",2022-11-03,8.5,0.7,5.24479166666667,0.224874197994344,-0.00325301202827932,0.034
"218",2022-11-04,14.5,7.5,11.4708333333333,0.149209472405156,0.0159438136685588,31.654
"219",2022-11-05,13.7,5.6,9.23333333333333,0.218744368257928,0.0010582232085472,6.399
"220",2022-11-06,7.7,0.3,3.75729166666667,0.0746228486758,-0.00157014849211479,96.198
"221",2022-11-07,5.6,0.9,3.01770833333333,0.05661139471152,-0.000860197180602373,51.282
"222",2022-11-08,9.9,1.1,4.915625,0.24917577596181,-0.00400736480878838,1.225
"223",2022-11-09,10.3,-1.3,3.99583333333333,0.419700225085256,0,0
"224",2022-11-10,10.2,-2.1,2.22083333333333,0.384214601122968,-0.00154809256468103,0.102
"225",2022-11-11,6.5,-0.4,3.703125,0.0919563560358758,-0.00307433498829879,4.03
"226",2022-11-12,9.4,-0.4,5.11041666666667,0.286600992638653,-0.00179391483121782,1.139
"227",2022-11-13,6.1,-0.5,1.6125,0.0969836631387138,-0.00942089095268839,0.17
"228",2022-11-14,13.7,-1.4,4.20104166666667,0.739952525160655,-0.00277686933862664,0.187
"229",2022-11-15,12.1,2.2,6.38854166666667,0.722299533681591,0.193982206281339,0
"230",2022-11-16,11,-3.4,2.30208333333333,0.615646566676224,-0.00195595038391971,0
"231",2022-11-17,10.2,-3.9,2.375,0.632926843913357,0.00402636995203964,0.051
"232",2022-11-18,11,0.6,4.97395833333333,0.844052755592349,0.25370615800576,0
"233",2022-11-19,9.5,-5.7,1.18854166666667,0.657217014568123,0.000515815897367489,0
"234",2022-11-20,9.1,-6,-0.453125,0.569816175284813,-0.00179277837811231,0
"235",2022-11-21,12.1,0,4.01041666666667,0.696651128417511,0.00211691368687505,0.289
"236",2022-11-22,12.7,0.1,6.47395833333333,0.401679849473187,0.0204869324353145,4.56
"237",2022-11-23,7.2,0.8,4.36354166666667,0.0473106955707219,-0.00384523276286963,0.255
"238",2022-11-24,5.5,3.5,4.734375,0.025986900935151,-0.00169648505940356,0.238
"239",2022-11-25,7.3,2,4.384375,0.0578939165398873,-0.00147303459934223,6.162
"240",2022-11-26,9.5,0.1,4.11666666666667,0.301382372861764,-0.00344078872240994,0.085
"241",2022-11-27,8.8,3.6,5.99166666666667,0.156617034864986,0.00319639119918103,4.781
"242",2022-11-28,6.9,1.2,3.80520833333333,0.173127031857352,0.000768583747074669,5.819
"243",2022-11-29,6.2,0.5,3.28854166666667,0.137477698654375,0.00288372644799895,4.301
"244",2022-11-30,8.5,4.2,6.4125,0.160477873917582,-0.00105822320854698,34.552
"245",2022-12-01,4.5,-1.6,1.59270833333333,0.126054216095825,0,1.309
"246",2022-12-02,7.8,-2.8,1.784375,0.29858735528991,-0.00303184602758177,0.119
"247",2022-12-03,6.7,-1.8,3.04166666666667,0.350877489611858,0.0269619840862555,0
"248",2022-12-04,4.8,-0.2,2.77291666666667,0.270541478970295,0.0210714168743767,0.068
"249",2022-12-05,2.3,-0.7,1.49895833333333,0.0394582365100195,-0.00139120392454917,0.068
"250",2022-12-06,4.9,1.5,2.84895833333333,0.0632347922755341,0.000731289335832996,0
"251",2022-12-07,5,2.2,3.19166666666667,0.0732732134427924,0.00883820759605336,0.272
"252",2022-12-08,6.2,3.4,4.95833333333333,0.0817204666716994,0.0124703066997567,7.941
"253",2022-12-09,8.5,2.4,5.19791666666667,0.176462948258466,0.017149947188339,5.611
"254",2022-12-10,10.4,3.3,7.46458333333333,0.309877109181374,0.0253004813834627,1.411
"255",2022-12-11,7.7,3.2,5.15208333333333,0.14099947823387,-0.00183170305691982,0.068
"256",2022-12-12,8.4,2.6,4.63541666666667,0.219913306027209,-0.00187019113421083,0.034
"257",2022-12-13,6,-1.7,0.945833333333333,0.169239876639554,-0.00429480899515877,0.102
"258",2022-12-14,7,-2.6,0.386458333333333,0.194021673633239,-0.00332234103483919,0.068
"259",2022-12-15,8.3,-4.4,1.60520833333333,0.414749082696433,-0.00207189432040733,0.119
"260",2022-12-16,8.1,-3.9,2.7125,0.513035974689597,0.0382681487616028,0
"261",2022-12-17,7.4,-6.7,-0.64375,0.292432650245269,-0.00198438534687506,0.017
"262",2022-12-18,6.4,1.8,3.37916666666667,0.0845627187487421,0.00188317792502357,3.366
"263",2022-12-19,6.4,1.9,3.64166666666667,0.0913242781181549,-0.00155908610803079,2.023
"264",2022-12-20,8.4,2.4,6.00416666666667,0.0804696884979761,0.0101340597022003,2.227
"265",2022-12-21,8.7,-1.6,3.68645833333333,0.311665946591401,0.0541832397638358,0.017
"266",2022-12-22,-1.8,-5,-3.634375,0.224250650198709,0.0517422825508284,0
"267",2022-12-23,-0.4,-4.8,-2.26875,0.0496041717016206,0.0139290310282207,0
"268",2022-12-24,11.5,-0.4,4.678125,0.0999760518346117,0.00255636622742794,15.563
"269",2022-12-25,14.5,8.3,10.921875,0.0647766603577919,-0.00587434271505116,0.493
"270",2022-12-26,15,10.3,13.0270833333333,0.214865960450173,0.00264286013837678,20.048
"271",2022-12-27,12.8,5.4,9.040625,0.146124006393362,0.0215678543494222,33.57
"272",2022-12-28,8.2,3.8,5.94895833333333,0.065025458520655,-0.000928641666723795,5.119
"273",2022-12-29,9.4,4.1,7.08125,0.0726336094531617,0.0107220357871245,19.83
"274",2022-12-30,10.7,6.9,8.725,0.0836783882559831,0.0152352411947072,12.54
"275",2022-12-31,9.3,3.2,6.64583333333333,0.0581819252628888,-0.0010156827463137,3.777
